customer_id,quarter,survey_date,account_manager_responsive,billing_accuracy,budget_control,change_management,communication_clarity,competitive_pricing,cost_transparency,documentation_help,executive_access,innovation_solutions,long_term_partnership,problem_solving,project_management,quality_deliverables,roi_demonstration,support_responsiveness,system_integration,technical_documentation,technical_expertise,timeline_adherence,training_quality,trust_reliability,value_for_money,overall_satisfaction,nps_score,renewal_likelihood,revenue_growth_pct,referrals_generated
CUST_032,Q1_2024,2024-03-19,6.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4,6,3,-1.1,1
CUST_033,Q1_2024,2024-03-14,4.0,3.0,5.0,4.0,4.0,3.0,4.0,6.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,6.0,4.0,3.0,4,7,3,3.4,1
CUST_034,Q1_2024,2024-03-18,5.0,4.0,6.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,6.0,4.0,6.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5,6,4,6.2,3
CUST_035,Q1_2024,2024-03-13,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3,6,2,1.3,0
CUST_036,Q1_2024,2024-03-20,6.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,5.0,4.0,6,8,4,20.8,2
CUST_037,Q1_2024,2024-03-12,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4,7,3,15.8,4
CUST_038,Q1_2024,2024-03-06,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4,5,4,11.0,2
CUST_039,Q1_2024,2024-03-15,4.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4,3,3,-0.7,2
CUST_040,Q1_2024,2024-03-12,4.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4,3,4,9.8,0
CUST_041,Q1_2024,2024-03-22,4.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,5,5,4,8.1,0
CUST_042,Q1_2024,2024-03-21,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,6.0,4.0,5.0,4,6,3,4.7,0
CUST_043,Q1_2024,2024-03-10,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,5,7,3,14.6,0
CUST_044,Q1_2024,2024-03-21,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,4.0,4.0,4,6,3,-3.7,2
CUST_045,Q1_2024,2024-03-13,5.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,7.0,6.0,5.0,4.0,4.0,6.0,6.0,6.0,4.0,3.0,5.0,2.0,4,6,4,13.4,3
CUST_046,Q1_2024,2024-03-13,4.0,3.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,4.0,5,6,4,12.9,2
CUST_047,Q1_2024,2024-03-09,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,6.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4,8,3,-2.9,2
CUST_048,Q1_2024,2024-03-11,4.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3,7,3,8.5,2
CUST_049,Q1_2024,2024-03-09,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3,6,2,-1.2,2
CUST_050,Q1_2024,2024-03-23,4.0,5.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4,7,3,5.1,2
CUST_051,Q1_2024,2024-03-20,3.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,5.0,4,7,2,8.6,1
CUST_052,Q1_2024,2024-03-22,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3,6,2,5.1,1
CUST_053,Q1_2024,2024-03-10,,2.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,3,4,2,-1.5,0
CUST_054,Q1_2024,2024-03-16,5.0,2.0,3.0,3.0,6.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,4,6,3,-6.3,0
CUST_055,Q1_2024,2024-03-20,4.0,4.0,4.0,5.0,3.0,4.0,7.0,4.0,3.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,3.0,3.0,5,5,3,5.4,3
CUST_056,Q1_2024,2024-03-13,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,6.0,4.0,4,3,3,12.5,0
CUST_057,Q1_2024,2024-03-10,5.0,5.0,5.0,6.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,3.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,4.0,4,8,3,10.5,0
CUST_058,Q1_2024,2024-03-13,3.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3,4,2,-4.0,0
CUST_059,Q1_2024,2024-03-06,4.0,4.0,3.0,4.0,3.0,4.0,6.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,4,5,4,-4.0,0
CUST_060,Q1_2024,2024-03-09,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3,7,3,-2.4,0
CUST_061,Q1_2024,2024-03-06,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3,7,3,4.2,2
CUST_062,Q1_2024,2024-03-18,6.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4,4,3,5.0,3
CUST_063,Q1_2024,2024-03-19,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,7.0,5,7,4,8.8,1
CUST_064,Q1_2024,2024-03-18,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4,7,3,-1.9,3
CUST_065,Q1_2024,2024-03-16,4.0,5.0,5.0,3.0,5.0,5.0,6.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,5,5,3,3.8,0
CUST_066,Q1_2024,2024-03-25,5.0,3.0,5.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3,7,4,18.3,3
CUST_067,Q1_2024,2024-03-25,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3,8,3,-0.8,1
CUST_068,Q1_2024,2024-03-14,5.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4,7,2,2.3,0
CUST_069,Q1_2024,2024-03-11,5.0,,,4.0,3.0,3.0,3.0,,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,3,5,1,-5.8,0
CUST_070,Q1_2024,2024-03-09,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,3,4,3,-5.9,1
CUST_071,Q1_2024,2024-03-17,4.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,6.0,5.0,3.0,6.0,3.0,4.0,4.0,5.0,4.0,4,5,4,3.1,4
CUST_072,Q1_2024,2024-03-13,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3,5,3,-10.1,0
CUST_073,Q1_2024,2024-03-09,5.0,3.0,5.0,5.0,4.0,6.0,4.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,6.0,4.0,5.0,4.0,4.0,5.0,6.0,4.0,5,8,4,16.9,2
CUST_074,Q1_2024,2024-03-12,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4,5,3,5.2,1
CUST_075,Q1_2024,2024-03-21,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,7.0,5.0,4.0,4.0,4.0,6.0,4.0,5.0,4.0,5,5,4,3.2,1
CUST_076,Q1_2024,2024-03-07,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,6.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4,8,3,10.0,2
CUST_077,Q1_2024,2024-03-06,3.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3,8,1,-13.0,0
CUST_078,Q1_2024,2024-03-25,5.0,5.0,5.0,5.0,5.0,6.0,4.0,2.0,3.0,4.0,5.0,4.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4,7,3,10.8,1
CUST_079,Q1_2024,2024-03-15,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,6.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,3,7,3,10.6,2
CUST_080,Q1_2024,2024-03-11,2.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4,8,3,0.7,3
CUST_081,Q1_2024,2024-03-06,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,3,1,2,-0.4,0
CUST_082,Q1_2024,2024-03-10,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4,7,3,2.8,2
CUST_083,Q1_2024,2024-03-11,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,4,7,3,0.1,0
CUST_084,Q1_2024,2024-03-20,6.0,6.0,5.0,3.0,6.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4,6,2,0.4,3
CUST_085,Q1_2024,2024-03-06,6.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,,5.0,,4.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,5,8,5,23.4,5
CUST_086,Q1_2024,2024-03-05,,5.0,,5.0,5.0,6.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,,4.0,4.0,5.0,6.0,4.0,3.0,4.0,4,8,3,8.2,2
CUST_087,Q1_2024,2024-03-18,2.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3,6,2,-6.7,0
CUST_088,Q1_2024,2024-03-06,5.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,6.0,4.0,4,6,3,15.7,3
CUST_089,Q1_2024,2024-03-24,4.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4,6,4,2.0,0
CUST_090,Q1_2024,2024-03-12,5.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5,5,3,4.0,1
CUST_091,Q1_2024,2024-03-21,6.0,4.0,4.0,3.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4,10,2,5.2,1
CUST_092,Q1_2024,2024-03-11,4.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3,1,2,-2.3,1
CUST_093,Q1_2024,2024-03-16,5.0,5.0,6.0,4.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,6.0,5.0,5.0,5,7,5,19.4,1
CUST_094,Q1_2024,2024-03-16,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5,6,3,8.5,1
CUST_095,Q1_2024,2024-03-20,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,3,5,3,-7.0,1
CUST_096,Q1_2024,2024-03-09,4.0,6.0,4.0,4.0,5.0,5.0,4.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,5,8,3,13.7,0
CUST_097,Q1_2024,2024-03-06,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3,6,3,-2.9,0
CUST_098,Q1_2024,2024-03-23,4.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,3,2,3,-5.4,0
CUST_099,Q1_2024,2024-03-05,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,3.0,4.0,4.0,6.0,4.0,3.0,4,7,4,8.8,3
CUST_100,Q1_2024,2024-03-05,4.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,4,7,3,4.4,1
CUST_101,Q1_2024,2024-03-09,6.0,4.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5,6,3,9.6,0
CUST_102,Q1_2024,2024-03-12,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3,2,2,3.9,0
CUST_103,Q1_2024,2024-03-13,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,6.0,4.0,4,8,3,-4.4,1
CUST_104,Q1_2024,2024-03-19,6.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4,5,3,7.9,2
CUST_105,Q1_2024,2024-03-24,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,3,6,3,-5.6,0
CUST_106,Q1_2024,2024-03-16,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,3,3,2,-15.1,0
CUST_107,Q1_2024,2024-03-11,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,4,7,3,-2.2,0
CUST_108,Q1_2024,2024-03-11,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4,9,3,5.8,1
CUST_109,Q1_2024,2024-03-08,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3,6,3,1.8,2
